NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_NEGATIVE_REGULATION_OF_DNA_REPAIR	36	22		
GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR	94	57		
GOBP_POSITIVE_REGULATION_OF_DNA_REPLICATION	40	21		
GOBP_POSITIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	55	32		
GOBP_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	26		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	38	25		
GOBP_POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	48	30		
GOBP_NEGATIVE_REGULATION_OF_ACTION_POTENTIAL	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTION_POTENTIAL	8		Rejected!	
GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	32		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION	39	28		
GOBP_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE	47	22		
GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE	36	17		
GOBP_POSITIVE_REGULATION_OF_OSSIFICATION	51	31		
GOBP_POSITIVE_REGULATION_OF_BONE_RESORPTION	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION	446	257		
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE	387	218		
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE	329	177		
GOBP_NEGATIVE_REGULATION_OF_CELL_SIZE	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_SIZE	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_VOLUME	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS	58	34		
GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS	98	65		
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	81	46		
GOBP_EPIGENETIC_MAINTENANCE_OF_CHROMATIN_IN_TRANSCRIPTION_COMPETENT_CONFORMATION	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GLYCOLYTIC_PROCESS	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLYCOLYTIC_PROCESS	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	73	32		
GOBP_NEGATIVE_REGULATION_OF_ISOTYPE_SWITCHING	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING	28		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	105	56		
GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	153	86		
GOBP_NEGATIVE_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_POTENTIAL	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_POTENTIAL	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	44	22		
GOBP_PH_REDUCTION	47	29		
GOBP_PH_ELEVATION	7		Rejected!	
GOBP_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	649	391		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	397	233		
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS	348	172		
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS	373	225		
GOBP_NEGATIVE_REGULATION_OF_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SISTER_CHROMATID_COHESION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SISTER_CHROMATID_COHESION	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	33	22		
GOBP_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	36	24		
GOBP_REGULATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TRANSLATIONAL_ELONGATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VASOCONSTRICTION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VASOCONSTRICTION	33		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION	45	26		
GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION	70	37		
GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	51	27		
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	77	42		
GOBP_POSITIVE_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_COMPLEMENT_ACTIVATION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_EXOCYTOSIS	35	21		
GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS	83	50		
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	35		Rejected!	
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	39	20		
GOBP_REGULATION_OF_FEMALE_RECEPTIVITY	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GROWTH	245	155		
GOBP_POSITIVE_REGULATION_OF_GROWTH	256	137		
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	234	130		
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	128	76		
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CONTRACTION	25	16		
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION	45	22		
GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1495		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	1928		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	30	16		
GOBP_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	33	16		
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	23	15		
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	1202		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III	18		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	19	15		
GOBP_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	30	16		
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	27		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	17		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	22		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	43	18		
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	31	17		
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	14		Rejected!	
GOBP_CARBON_CATABOLITE_REGULATION_OF_TRANSCRIPTION	5		Rejected!	
GOBP_REGULATION_OF_EMBRYONIC_DEVELOPMENT	64	36		
GOBP_NEGATIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	15		Rejected!	
GOBP_REGULATION_OF_TRANSCRIPTION_BY_GLUCOSE	7		Rejected!	
GOBP_ADP_METABOLIC_PROCESS	90	52		
GOBP_AMP_METABOLIC_PROCESS	25	17		
GOBP_ATP_METABOLIC_PROCESS	273	161		
GOBP_GMP_METABOLIC_PROCESS	27	18		
GOBP_GTP_METABOLIC_PROCESS	25	18		
GOBP_IMP_METABOLIC_PROCESS	18		Rejected!	
GOBP_UMP_CATABOLIC_PROCESS	5		Rejected!	
GOBP_UTP_METABOLIC_PROCESS	12		Rejected!	
GOBP_DAMP_METABOLIC_PROCESS	7		Rejected!	
GOBP_CAMP_METABOLIC_PROCESS	22	16		
GOBP_CGMP_METABOLIC_PROCESS	16		Rejected!	
GOBP_DTMP_METABOLIC_PROCESS	7		Rejected!	
GOBP_DTTP_METABOLIC_PROCESS	5		Rejected!	
GOBP_DUMP_METABOLIC_PROCESS	9		Rejected!	
GOBP_DUMP_CATABOLIC_PROCESS	6		Rejected!	
GOBP_ADENOSINE_METABOLIC_PROCESS	11		Rejected!	
GOBP_CYTIDINE_METABOLIC_PROCESS	12		Rejected!	
GOBP_GUANINE_METABOLIC_PROCESS	5		Rejected!	
GOBP_INOSINE_METABOLIC_PROCESS	5		Rejected!	
GOBP_NUCLEOBASE_BIOSYNTHETIC_PROCESS	19		Rejected!	
GOBP_NUCLEOBASE_CATABOLIC_PROCESS	10		Rejected!	
GOBP_DEOXYRIBONUCLEOSIDE_CATABOLIC_PROCESS	6		Rejected!	
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS	5		Rejected!	
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS	5		Rejected!	
GOBP_PURINE_RIBONUCLEOSIDE_METABOLIC_PROCESS	22	15		
GOBP_PURINE_RIBONUCLEOSIDE_CATABOLIC_PROCESS	6		Rejected!	
GOBP_PYRIMIDINE_NUCLEOSIDE_CATABOLIC_PROCESS	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VITAMIN_METABOLIC_PROCESS	7		Rejected!	
GOBP_TETRAHYDROBIOPTERIN_METABOLIC_PROCESS	9		Rejected!	
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS	68	39		
GOBP_ALCOHOL_CATABOLIC_PROCESS	55	31		
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS	143	92		
GOBP_POLYOL_BIOSYNTHETIC_PROCESS	63	40		
GOBP_POLYOL_CATABOLIC_PROCESS	27	20		
GOBP_ALDEHYDE_BIOSYNTHETIC_PROCESS	16		Rejected!	
GOBP_ALDEHYDE_CATABOLIC_PROCESS	13		Rejected!	
GOBP_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	47	22		
GOBP_REGULATION_OF_FATTY_ACID_OXIDATION	32	21		
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_OXIDATION	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_OXIDATION	12		Rejected!	
GOBP_GLUCOSE_IMPORT	79	46		
GOBP_REGULATION_OF_GLUCOSE_IMPORT	60	37		
GOBP_NEGATIVE_REGULATION_OF_GLUCOSE_IMPORT	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_IMPORT	37	23		
GOBP_REGULATION_OF_JNK_CASCADE	141	89		
GOBP_NEGATIVE_REGULATION_OF_JNK_CASCADE	38	22		
GOBP_POSITIVE_REGULATION_OF_JNK_CASCADE	95	60		
GOBP_PHOSPHATIDYLETHANOLAMINE_METABOLIC_PROCESS	28	15		
GOBP_DIACYLGLYCEROL_METABOLIC_PROCESS	26	16		
GOBP_CDP_DIACYLGLYCEROL_METABOLIC_PROCESS	14		Rejected!	
GOBP_AMINO_SUGAR_CATABOLIC_PROCESS	14		Rejected!	
GOBP_AMINO_SUGAR_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS	86	48		
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS	41	23		
GOBP_DEOXYRIBOSE_PHOSPHATE_CATABOLIC_PROCESS	30	21		
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS	191	120		
GOBP_5_PHOSPHORIBOSE_1_DIPHOSPHATE_METABOLIC_PROCESS	6		Rejected!	
GOBP_URATE_METABOLIC_PROCESS	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT	27	15		
GOBP_ORGANOPHOSPHATE_CATABOLIC_PROCESS	158	96		
GOBP_ICOSANOID_BIOSYNTHETIC_PROCESS	57	23		
GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS	32	17		
GOBP_SHORT_CHAIN_FATTY_ACID_METABOLIC_PROCESS	14		Rejected!	
GOBP_NEUTRAL_LIPID_BIOSYNTHETIC_PROCESS	48	26		
GOBP_NEUTRAL_LIPID_CATABOLIC_PROCESS	41	18		
GOBP_MONOACYLGLYCEROL_METABOLIC_PROCESS	14		Rejected!	
GOBP_MEMBRANE_LIPID_CATABOLIC_PROCESS	37	21		
GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS	148	98		
GOBP_PLATELET_ACTIVATING_FACTOR_METABOLIC_PROCESS	8		Rejected!	
GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	74	42		
GOBP_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS	36	20		
GOBP_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	37	25		
GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS	214	149		
GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	34	15		
GOBP_GLYCOSYLCERAMIDE_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_GLYCOSYLCERAMIDE_CATABOLIC_PROCESS	7		Rejected!	
GOBP_GLYCEROLIPID_METABOLIC_PROCESS	396	240		
GOBP_GLYOXYLATE_METABOLIC_PROCESS	7		Rejected!	
GOBP_PHOSPHATIDYLINOSITOL_METABOLIC_PROCESS	162	110		
GOBP_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS	16		Rejected!	
GOBP_PROTOPORPHYRINOGEN_IX_METABOLIC_PROCESS	11		Rejected!	
GOBP_GLYCEROLIPID_CATABOLIC_PROCESS	68	32		
GOBP_SPHINGOSINE_BIOSYNTHETIC_PROCESS	15		Rejected!	
GOBP_CERAMIDE_BIOSYNTHETIC_PROCESS	67	40		
GOBP_CERAMIDE_CATABOLIC_PROCESS	21		Rejected!	
GOBP_SPHINGOID_METABOLIC_PROCESS	23	15		
GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION	62	30		
GOBP_REGULATION_OF_PHOTORECEPTOR_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_SALIVA_SECRETION	12		Rejected!	
GOBP_DEVELOPMENT_OF_SECONDARY_FEMALE_SEXUAL_CHARACTERISTICS	6		Rejected!	
GOBP_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS	109	52		
GOBP_RETINAL_ROD_CELL_DEVELOPMENT	9		Rejected!	
GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	188	130		
GOBP_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL	43	22		
GOBP_NEGATIVE_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL	22		Rejected!	
GOBP_REGULATION_OF_CENTRIOLE_REPLICATION	23	15		
GOBP_NEGATIVE_REGULATION_OF_CENTRIOLE_REPLICATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CENTRIOLE_REPLICATION	9		Rejected!	
GOBP_REGULATION_OF_MITOTIC_CENTROSOME_SEPARATION	9		Rejected!	
GOBP_REGULATION_OF_CENTROSOME_CYCLE	52	30		
GOBP_XENOBIOTIC_EXPORT	23		Rejected!	
GOBP_REGULATION_OF_ORGAN_GROWTH	101	54		
GOBP_NEGATIVE_REGULATION_OF_ORGAN_GROWTH	37	22		
GOBP_POSITIVE_REGULATION_OF_ORGAN_GROWTH	52	24		
GOBP_REGULATION_OF_INSULIN_RECEPTOR_SIGNALING_PATHWAY	69	40		
GOBP_GAMMA_DELTA_T_CELL_ACTIVATION	20		Rejected!	
GOBP_ALPHA_BETA_T_CELL_ACTIVATION	158	75		
GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION	111	51		
GOBP_ALPHA_BETA_T_CELL_PROLIFERATION	40	24		
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	105	54		
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	69	34		
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	42	25		
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	67	34		
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	50	25		
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	25	16		
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	23		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	13		Rejected!	
GOBP_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION	9		Rejected!	
GOBP_LYMPHOCYTE_ACTIVATION	792	372		
GOBP_TETRAHYDROFOLATE_METABOLIC_PROCESS	20		Rejected!	
GOBP_TETRAHYDROFOLATE_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_FOLIC_ACID_METABOLIC_PROCESS	16		Rejected!	
GOBP_FEMALE_SEX_DIFFERENTIATION	124	61		
GOBP_MALE_SEX_DIFFERENTIATION	164	87		
GOBP_RETINAL_CELL_PROGRAMMED_CELL_DEATH	5		Rejected!	
GOBP_RESPONSE_TO_ANTIBIOTIC	46	34		
GOBP_RESPONSE_TO_ARSENIC_CONTAINING_SUBSTANCE	33	26		
GOBP_RESPONSE_TO_CADMIUM_ION	59	32		
GOBP_RESPONSE_TO_COPPER_ION	41	24		
GOBP_RESPONSE_TO_MERCURY_ION	11		Rejected!	
GOBP_DECIDUALIZATION	23	17		
GOBP_GDP_METABOLIC_PROCESS	11		Rejected!	
GOBP_MUSCLE_CELL_CELLULAR_HOMEOSTASIS	21		Rejected!	
GOBP_ACID_SECRETION	47	21		
GOBP_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL	7		Rejected!	
GOBP_NON_LYTIC_VIRAL_RELEASE	14		Rejected!	
GOBP_VIRAL_BUDDING	27	22		
GOBP_PROTEIN_AUTOPHOSPHORYLATION	224	138		
GOBP_REGULATION_OF_VIRAL_TRANSCRIPTION	19		Rejected!	
GOBP_MICROTUBULE_POLYMERIZATION	84	60		
GOBP_TRANSPORT_OF_VIRUS	20		Rejected!	
GOBP_RECEPTOR_MEDIATED_VIRION_ATTACHMENT_TO_HOST_CELL	6		Rejected!	
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	104	67		
GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	22		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	60	41		
GOBP_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	31	20		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	17		Rejected!	
GOBP_REGULATION_OF_RNA_EXPORT_FROM_NUCLEUS	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RNA_EXPORT_FROM_NUCLEUS	5		Rejected!	
GOBP_LIPID_PHOSPHORYLATION	15		Rejected!	
GOBP_CARBOHYDRATE_PHOSPHORYLATION	25	16		
GOBP_GLYCOLIPID_TRANSPORT	8		Rejected!	
GOBP_PHOSPHOLIPID_DEPHOSPHORYLATION	46	31		
GOBP_FILOPODIUM_ASSEMBLY	66	42		
GOBP_BONE_REMODELING	88	57		
GOBP_REGULATION_OF_BONE_REMODELING	49	27		
GOBP_NEGATIVE_REGULATION_OF_BONE_REMODELING	18		Rejected!	
GOBP_PHOSPHATIDYLINOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	68	47		
GOBP_PHOSPHATIDYLINOSITOL_DEPHOSPHORYLATION	32	21		
GOBP_QUINOLINATE_METABOLIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_SALIVA_SECRETION	7		Rejected!	
GOBP_REGULATION_OF_HORMONE_SECRETION	234	122		
GOBP_FOLLICLE_STIMULATING_HORMONE_SECRETION	8		Rejected!	
GOBP_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	22	15		
GOBP_POSITIVE_REGULATION_OF_HORMONE_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION	122	64		
GOBP_NEGATIVE_REGULATION_OF_HORMONE_SECRETION	60	31		
GOBP_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	85	48		
GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	175	95		
GOBP_RESPONSE_TO_CYCLOHEXIMIDE	5		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY	61	38		
GOBP_SECRETION	930	492		
GOBP_INTRACELLULAR_TRANSPORT	1546		Rejected!	
GOBP_CELLULAR_TRANSITION_METAL_ION_HOMEOSTASIS	115	65		
GOBP_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_SECRETION	11		Rejected!	
GOBP_PORE_COMPLEX_ASSEMBLY	21	15		
GOBP_NUCLEOTIDE_PHOSPHORYLATION	100	57		
GOBP_NUCLEOSIDE_MONOPHOSPHATE_PHOSPHORYLATION	11		Rejected!	
GOBP_CARBOXYLIC_ACID_TRANSPORT	280	143		
GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS	25	20		
GOBP_KETONE_BODY_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_REGULATION_OF_HEMOGLOBIN_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_RESPONSE_TO_OSMOTIC_STRESS	14		Rejected!	
GOBP_VESICLE_TRANSPORT_ALONG_MICROTUBULE	45	27		
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	63	29		
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_LIPID_ANTIGEN_VIA_MHC_CLASS_IB	7		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_ENDOGENOUS_LIPID_ANTIGEN_VIA_MHC_CLASS_IB	5		Rejected!	
GOBP_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	55	40		
GOBP_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	37	21		
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	58	40		
GOBP_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	24	17		
GOBP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	13		Rejected!	
GOBP_EPHRIN_RECEPTOR_SIGNALING_PATHWAY	52	36		
GOBP_INOSITOL_PHOSPHATE_MEDIATED_SIGNALING	56	30		
GOBP_INOSITOL_LIPID_MEDIATED_SIGNALING	181	107		
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	103	56		
GOBP_NEGATIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	20		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	23		Rejected!	
GOBP_FOCAL_ADHESION_ASSEMBLY	83	59		
GOBP_EMBRYONIC_EYE_MORPHOGENESIS	35	24		
GOBP_POST_EMBRYONIC_EYE_MORPHOGENESIS	6		Rejected!	
GOBP_DEVELOPMENTAL_PIGMENTATION	47	24		
GOBP_EYE_PIGMENTATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PIGMENTATION	9		Rejected!	
GOBP_AUTOPHAGIC_CELL_DEATH	10		Rejected!	
GOBP_SOMATIC_STEM_CELL_DIVISION	11		Rejected!	
GOBP_ASTROCYTE_ACTIVATION	24		Rejected!	
GOBP_FIBROBLAST_PROLIFERATION	81	52		
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	48	32		
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION	30	17		
GOBP_BEHAVIORAL_RESPONSE_TO_COCAINE	14		Rejected!	
GOBP_BEHAVIORAL_RESPONSE_TO_ETHANOL	8		Rejected!	
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	197	98		
GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY	50	29		
GOBP_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY	23	17		
GOBP_POSITIVE_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY	6		Rejected!	
GOBP_REGULATION_OF_SHORT_TERM_NEURONAL_SYNAPTIC_PLASTICITY	15		Rejected!	
GOBP_GOLGI_VESICLE_TRANSPORT	301	198		
GOBP_GOLGI_VESICLE_BUDDING	10		Rejected!	
GOBP_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI	23	16		
GOBP_VESICLE_TARGETING_ROUGH_ER_TO_CIS_GOLGI	16		Rejected!	
GOBP_PLASMA_MEMBRANE_TO_ENDOSOME_TRANSPORT	8		Rejected!	
GOBP_MALE_GAMETE_GENERATION	590	242		
GOBP_SPERM_CAPACITATION	30		Rejected!	
GOBP_EPINEPHRINE_TRANSPORT	11		Rejected!	
GOBP_EPINEPHRINE_SECRETION	8		Rejected!	
GOBP_NOREPINEPHRINE_SECRETION	14		Rejected!	
GOBP_EOSINOPHIL_CHEMOTAXIS	18		Rejected!	
GOBP_MACROPHAGE_CHEMOTAXIS	38	21		
GOBP_LYMPHOCYTE_CHEMOTAXIS	63	25		
